area,year,employmentTotal,employmentChange,unemploymentRate,unemploymentChange
"Fort Collins, CO",2012,161287,1.63,6.7072,-0.45
"Fort Collins, CO",2013,164046,1.71,5.8102,-0.9
"Fort Collins, CO",2014,169412,3.27,4.2602,-1.55
"Fort Collins, CO",2015,174549,3.03,3.3079,-0.95
"Fort Collins, CO",2016,182079,4.31,2.793,-0.51
"Fort Collins, CO",2017,190337,4.54,2.4333,-0.36
"Fort Collins, CO",2018,196904,3.45,2.6751,0.24
"Grand Junction, CO",1990,42012,null,6.0386,null
"Grand Junction, CO",1991,43273,3,6.7963,0.76
"Grand Junction, CO",1992,44268,2.3,7.8282,1.03
"Grand Junction, CO",1993,46379,4.77,7.007,-0.82
"Grand Junction, CO",1994,48950,5.54,5.6182,-1.39
"Grand Junction, CO",1995,51622,5.46,5.3251,-0.29
"Grand Junction, CO",1996,52724,2.13,5.4243,0.1
"Grand Junction, CO",1997,55069,4.45,4.6218,-0.8
"Grand Junction, CO",1998,57305,4.06,4.707,0.09
"Grand Junction, CO",1999,58335,1.8,3.976,-0.73
"Grand Junction, CO",2000,56921,-2.42,3.3344,-0.64
"Grand Junction, CO",2001,57983,1.87,3.8402,0.51
"Grand Junction, CO",2002,60717,4.72,4.826,0.99
"Grand Junction, CO",2003,63199,4.09,5.4279,0.6
"Grand Junction, CO",2004,65636,3.86,5.3535,-0.07
"Grand Junction, CO",2005,67350,2.61,4.8881,-0.47
"Grand Junction, CO",2006,71219,5.75,3.9609,-0.93
"Grand Junction, CO",2007,75412,5.89,3.1605,-0.8
"Grand Junction, CO",2008,78618,4.25,3.8896,0.73
"Grand Junction, CO",2009,75199,-4.35,8.3683,4.48
"Grand Junction, CO",2010,67776,-9.87,10.9535,2.59
"Grand Junction, CO",2011,67738,-0.06,10.2511,-0.7
"Grand Junction, CO",2012,67680,-0.09,9.6939,-0.56
"Grand Junction, CO",2013,67108,-0.85,8.7493,-0.94
"Grand Junction, CO",2014,68598,2.22,6.2357,-2.51
"Grand Junction, CO",2015,67806,-1.16,5.5353,-0.7
"Grand Junction, CO",2016,68263,0.67,5.3048,-0.23
"Grand Junction, CO",2017,70937,3.92,3.9795,-1.33
"Grand Junction, CO",2018,72723,2.52,3.9286,-0.05
"Greeley, CO",1990,62720,null,5.8105,null
"Greeley, CO",1991,64680,3.12,5.203,-0.61
"Greeley, CO",1992,65221,0.84,5.8019,0.6
"Greeley, CO",1993,69379,6.37,5.2337,-0.57
"Greeley, CO",1994,73101,5.36,4.4559,-0.78
"Greeley, CO",1995,76569,4.74,4.5259,0.07
"Greeley, CO",1996,76684,0.15,4.7226,0.2
"Greeley, CO",1997,79175,3.25,4.1212,-0.6
"Greeley, CO",1998,83581,5.57,4.2613,0.14
"Greeley, CO",1999,85480,2.27,3.7805,-0.48
"Greeley, CO",2000,90983,6.44,2.703,-1.08
"Greeley, CO",2001,94658,4.04,3.4553,0.75
"Greeley, CO",2002,97081,2.56,5.0997,1.64
"Greeley, CO",2003,99557,2.55,5.7391,0.64
"Greeley, CO",2004,102985,3.44,5.5851,-0.15
"Greeley, CO",2005,105019,1.97,5.4625,-0.12
"Greeley, CO",2006,109578,4.34,4.6762,-0.79
"Greeley, CO",2007,112271,2.46,4.0777,-0.6
"Greeley, CO",2008,112731,0.41,5.2263,1.15
"Greeley, CO",2009,111070,-1.47,8.1791,2.95
"Greeley, CO",2010,119796,7.86,9.1832,1
"Greeley, CO",2011,122737,2.46,8.5995,-0.58
"Greeley, CO",2012,126256,2.87,7.7787,-0.82
"Greeley, CO",2013,129920,2.9,6.5643,-1.21
"Greeley, CO",2014,138793,6.83,4.4596,-2.1
"Greeley, CO",2015,142040,2.34,3.8463,-0.61
"Greeley, CO",2016,144811,1.95,3.4005,-0.45
"Greeley, CO",2017,153092,5.72,2.6664,-0.73
"Greeley, CO",2018,159370,4.1,2.8487,0.18
"Pueblo, CO",1990,48542,null,7.3153,null
"Pueblo, CO",1991,48257,-0.59,7.8439,0.53
"Pueblo, CO",1992,48116,-0.29,9.3189,1.47
"Pueblo, CO",1993,49285,2.43,8.3067,-1.01
"Pueblo, CO",1994,52621,6.77,5.8413,-2.47
"Pueblo, CO",1995,54588,3.74,5.756,-0.09
"Pueblo, CO",1996,55168,1.06,5.9756,0.22
"Pueblo, CO",1997,57618,4.44,5.026,-0.95
"Pueblo, CO",1998,59464,3.2,7.204,2.18
"Pueblo, CO",1999,59183,-0.47,5.0791,-2.12
"Pueblo, CO",2000,61428,3.79,3.9522,-1.13
"Pueblo, CO",2001,60806,-1.01,5.1594,1.21
"Pueblo, CO",2002,61506,1.15,6.9403,1.78
"Pueblo, CO",2003,63637,3.46,7.2889,0.35
"Pueblo, CO",2004,64060,0.67,7.3249,0.04
"Pueblo, CO",2005,64606,0.85,6.8078,-0.52
"Pueblo, CO",2006,66466,2.88,5.6229,-1.18
"Pueblo, CO",2007,68431,2.96,4.703,-0.92
"Pueblo, CO",2008,68823,0.57,6.0815,1.38
"Pueblo, CO",2009,68533,-0.42,8.1851,2.1
"Pueblo, CO",2010,66667,-2.72,10.3892,2.2
"Pueblo, CO",2011,67211,0.82,10.5248,0.14
"Pueblo, CO",2012,66523,-1.02,10.696,0.17
"Pueblo, CO",2013,66114,-0.61,9.8468,-0.85
"Pueblo, CO",2014,66970,1.29,7.3096,-2.54
"Pueblo, CO",2015,67632,0.99,5.6454,-1.66
"Pueblo, CO",2016,69600,2.91,4.7635,-0.88
"Pueblo, CO",2017,71353,2.52,4.3264,-0.44
"Pueblo, CO",2018,71990,0.89,4.7027,0.38
"Bridgeport-Stamford-Norwalk, CT",1990,432450,null,4.8668,null
"Bridgeport-Stamford-Norwalk, CT",1991,430824,-0.38,6.0226,1.16
"Bridgeport-Stamford-Norwalk, CT",1992,420859,-2.31,7.1318,1.11
"Bridgeport-Stamford-Norwalk, CT",1993,421466,0.14,5.9927,-1.14
"Bridgeport-Stamford-Norwalk, CT",1994,417560,-0.93,5.0322,-0.96
"Bridgeport-Stamford-Norwalk, CT",1995,414585,-0.71,5.0201,-0.01
"Bridgeport-Stamford-Norwalk, CT",1996,417636,0.74,4.9521,-0.07
"Bridgeport-Stamford-Norwalk, CT",1997,425386,1.86,4.4522,-0.5
"Bridgeport-Stamford-Norwalk, CT",1998,430114,1.11,3.1564,-1.3
"Bridgeport-Stamford-Norwalk, CT",1999,434096,0.93,2.7229,-0.43
"Bridgeport-Stamford-Norwalk, CT",2000,432012,-0.48,2.2218,-0.5
"Bridgeport-Stamford-Norwalk, CT",2001,425715,-1.46,3.0775,0.86
"Bridgeport-Stamford-Norwalk, CT",2002,420668,-1.19,4.2439,1.17
"Bridgeport-Stamford-Norwalk, CT",2003,419388,-0.3,5.1127,0.87
"Bridgeport-Stamford-Norwalk, CT",2004,417996,-0.33,4.6225,-0.49
"Bridgeport-Stamford-Norwalk, CT",2005,421975,0.95,4.5479,-0.07
"Bridgeport-Stamford-Norwalk, CT",2006,432847,2.58,3.9644,-0.58
"Bridgeport-Stamford-Norwalk, CT",2007,439188,1.46,4.0561,0.09
"Bridgeport-Stamford-Norwalk, CT",2008,438332,-0.19,5.2945,1.24
"Bridgeport-Stamford-Norwalk, CT",2009,428812,-2.17,7.5799,2.29
"Bridgeport-Stamford-Norwalk, CT",2010,423793,-1.17,8.6807,1.1
"Bridgeport-Stamford-Norwalk, CT",2011,426866,0.73,8.4515,-0.23
"Bridgeport-Stamford-Norwalk, CT",2012,424289,-0.6,7.9898,-0.46
"Bridgeport-Stamford-Norwalk, CT",2013,421680,-0.61,7.5037,-0.49
"Bridgeport-Stamford-Norwalk, CT",2014,434700,3.09,6.396,-1.11
"Bridgeport-Stamford-Norwalk, CT",2015,441181,1.49,5.5361,-0.86
"Bridgeport-Stamford-Norwalk, CT",2016,446744,1.26,5.0114,-0.52
"Bridgeport-Stamford-Norwalk, CT",2017,448569,0.41,4.6539,-0.36
"Bridgeport-Stamford-Norwalk, CT",2018,447275,-0.29,4.178,-0.48
"Danbury, CT",1990,88295,null,4.3156,null
"Danbury, CT",1991,88811,0.58,5.2261,0.91
"Danbury, CT",1992,90708,2.14,6.0743,0.85
"Danbury, CT",1993,88459,-2.48,5.3277,-0.75
"Danbury, CT",1994,87510,-1.07,4.4448,-0.88
"Danbury, CT",1995,86481,-1.18,3.9938,-0.45
"Danbury, CT",1996,86117,-0.42,4.0406,0.05
"Danbury, CT",1997,87379,1.47,3.5728,-0.47
"Danbury, CT",1998,89256,2.15,2.5286,-1.04
"Danbury, CT",1999,89382,0.14,2.2377,-0.29
"Danbury, CT",2000,99123,10.9,1.775,-0.46
"Danbury, CT",2001,97641,-1.5,2.4712,0.7
"Danbury, CT",2002,97723,0.08,3.361,0.89
"Danbury, CT",2003,97632,-0.09,4.0839,0.72
"Danbury, CT",2004,97537,-0.1,3.809,-0.27
"Danbury, CT",2005,98785,1.28,3.7376,-0.07
"Danbury, CT",2006,100817,2.06,3.2923,-0.45
"Danbury, CT",2007,102432,1.6,3.419,0.13
"Danbury, CT",2008,102137,-0.29,4.4978,1.08
"Danbury, CT",2009,98997,-3.07,6.8771,2.38
"Danbury, CT",2010,97193,-1.82,7.6328,0.76
"Danbury, CT",2011,98372,1.21,7.1764,-0.46
"Danbury, CT",2012,97897,-0.48,6.8483,-0.33
"Danbury, CT",2013,97471,-0.43,6.2987,-0.55
"Danbury, CT",2014,100680,3.29,5.2729,-1.03
"Danbury, CT",2015,102314,1.62,4.5897,-0.68
"Danbury, CT",2016,103384,1.05,4.245,-0.34
"Danbury, CT",2017,104065,0.66,3.8888,-0.36
"Danbury, CT",2018,104287,0.21,3.4883,-0.4
"Hartford-West Hartford-East Hartford, CT",1990,561645,null,5.0297,null
"Hartford-West Hartford-East Hartford, CT",1991,557494,-0.74,6.7444,1.71
"Hartford-West Hartford-East Hartford, CT",1992,541645,-2.84,7.8107,1.07
"Hartford-West Hartford-East Hartford, CT",1993,535067,-1.21,7.153,-0.66
"Hartford-West Hartford-East Hartford, CT",1994,526819,-1.54,5.9694,-1.18
"Hartford-West Hartford-East Hartford, CT",1995,516152,-2.02,5.9622,-0.01
"Hartford-West Hartford-East Hartford, CT",1996,516577,0.08,5.9282,-0.03
"Hartford-West Hartford-East Hartford, CT",1997,519309,0.53,5.2561,-0.67
"Hartford-West Hartford-East Hartford, CT",1998,522259,0.57,3.5444,-1.71
"Hartford-West Hartford-East Hartford, CT",1999,530552,1.59,2.9992,-0.55
"Hartford-West Hartford-East Hartford, CT",2000,551433,3.94,2.5009,-0.5
"Hartford-West Hartford-East Hartford, CT",2001,546146,-0.96,3.1926,0.69
"Hartford-West Hartford-East Hartford, CT",2002,540802,-0.98,4.4572,1.26
"Hartford-West Hartford-East Hartford, CT",2003,535768,-0.93,5.6833,1.23
"Hartford-West Hartford-East Hartford, CT",2004,535603,-0.03,5.2359,-0.45
"Hartford-West Hartford-East Hartford, CT",2005,544876,1.73,5.0879,-0.15
"Hartford-West Hartford-East Hartford, CT",2006,558374,2.48,4.5472,-0.54
"Hartford-West Hartford-East Hartford, CT",2007,567118,1.57,4.6641,0.12
"Hartford-West Hartford-East Hartford, CT",2008,570266,0.56,5.7922,1.13
"Hartford-West Hartford-East Hartford, CT",2009,562875,-1.3,7.987,2.19
"Hartford-West Hartford-East Hartford, CT",2010,568231,0.95,9.1605,1.17
"Hartford-West Hartford-East Hartford, CT",2011,570763,0.45,8.8083,-0.35
"Hartford-West Hartford-East Hartford, CT",2012,564328,-1.13,8.3335,-0.47
"Hartford-West Hartford-East Hartford, CT",2013,560356,-0.7,7.8042,-0.53
"Hartford-West Hartford-East Hartford, CT",2014,576915,2.96,6.6169,-1.19
"Hartford-West Hartford-East Hartford, CT",2015,583356,1.12,5.7249,-0.89
"Hartford-West Hartford-East Hartford, CT",2016,588390,0.86,5.1947,-0.53
"Hartford-West Hartford-East Hartford, CT",2017,597846,1.61,4.6838,-0.51
"Hartford-West Hartford-East Hartford, CT",2018,599825,0.33,4.2254,-0.46
"New Haven, CT",1990,292361,null,4.9927,null
"New Haven, CT",1991,290299,-0.71,6.2313,1.24
"New Haven, CT",1992,284799,-1.89,7.2566,1.03
"New Haven, CT",1993,283206,-0.56,6.4055,-0.85
"New Haven, CT",1994,278552,-1.64,5.6096,-0.8
"New Haven, CT",1995,275359,-1.15,5.3887,-0.22
"New Haven, CT",1996,278008,0.96,5.5269,0.14
"New Haven, CT",1997,280950,1.06,5.0699,-0.46
"New Haven, CT",1998,287134,2.2,3.3352,-1.73
"New Haven, CT",1999,290648,1.22,2.7837,-0.55
"New Haven, CT",2000,287462,-1.1,2.4662,-0.32
"New Haven, CT",2001,284717,-0.95,3.0858,0.62
"New Haven, CT",2002,285750,0.36,4.2388,1.15
"New Haven, CT",2003,283313,-0.85,5.3638,1.13
"New Haven, CT",2004,283657,0.12,4.9708,-0.39
"New Haven, CT",2005,287027,1.19,5.0042,0.03
"New Haven, CT",2006,293719,2.33,4.5159,-0.49
"New Haven, CT",2007,297292,1.22,4.6935,0.18
"New Haven, CT",2008,297248,-0.01,5.8412,1.15
"New Haven, CT",2009,291742,-1.85,7.9099,2.07
"New Haven, CT",2010,295969,1.45,9.2531,1.34
"New Haven, CT",2011,297315,0.45,9.111,-0.14
"New Haven, CT",2012,295754,-0.53,8.5773,-0.53
"New Haven, CT",2013,294085,-0.56,7.9654,-0.61
"New Haven, CT",2014,302578,2.89,6.7228,-1.24
"New Haven, CT",2015,305498,0.97,5.7449,-0.98
"New Haven, CT",2016,309362,1.26,5.1144,-0.63
"New Haven, CT",2017,314074,1.52,4.6434,-0.47
"New Haven, CT",2018,312928,-0.36,4.1404,-0.5
"Norwich-New London-Westerly, CT-RI",1990,131045,null,5.6665,null
"Norwich-New London-Westerly, CT-RI",1991,130495,-0.42,6.5683,0.9
"Norwich-New London-Westerly, CT-RI",1992,130688,0.15,7.0817,0.51
"Norwich-New London-Westerly, CT-RI",1993,132476,1.37,6.1196,-0.96
"Norwich-New London-Westerly, CT-RI",1994,134360,1.42,5.1536,-0.97
"Norwich-New London-Westerly, CT-RI",1995,134941,0.43,5.1664,0.01
"Norwich-New London-Westerly, CT-RI",1996,135190,0.18,5.4655,0.3
"Norwich-New London-Westerly, CT-RI",1997,138047,2.11,5.3596,-0.11
"Norwich-New London-Westerly, CT-RI",1998,137815,-0.17,3.938,-1.42
"Norwich-New London-Westerly, CT-RI",1999,141047,2.34,3.0416,-0.9
"Norwich-New London-Westerly, CT-RI",2000,137307,-2.65,2.5045,-0.54
"Norwich-New London-Westerly, CT-RI",2001,139157,1.35,2.904,0.4
"Norwich-New London-Westerly, CT-RI",2002,142615,2.49,3.9221,1.02
"Norwich-New London-Westerly, CT-RI",2003,143415,0.56,4.7503,0.83
"Norwich-New London-Westerly, CT-RI",2004,142906,-0.35,4.5466,-0.2
"Norwich-New London-Westerly, CT-RI",2005,145678,1.94,4.4994,-0.05
"Norwich-New London-Westerly, CT-RI",2006,147686,1.38,4.1712,-0.33
"Norwich-New London-Westerly, CT-RI",2007,149089,0.95,4.2657,0.09
"Norwich-New London-Westerly, CT-RI",2008,149557,0.31,5.654,1.39
"Norwich-New London-Westerly, CT-RI",2009,146675,-1.93,7.7107,2.06
"Norwich-New London-Westerly, CT-RI",2010,137563,-6.21,9.2122,1.5
"Norwich-New London-Westerly, CT-RI",2011,136442,-0.81,9.1706,-0.04
"Norwich-New London-Westerly, CT-RI",2012,133247,-2.34,9.0188,-0.15
"Norwich-New London-Westerly, CT-RI",2013,131367,-1.41,8.4636,-0.56
"Norwich-New London-Westerly, CT-RI",2014,133031,1.27,7.1313,-1.33
"Norwich-New London-Westerly, CT-RI",2015,133846,0.61,6.1516,-0.98
"Norwich-New London-Westerly, CT-RI",2016,135345,1.12,5.2478,-0.9
"Norwich-New London-Westerly, CT-RI",2017,138180,2.09,4.5684,-0.68
"Norwich-New London-Westerly, CT-RI",2018,138584,0.29,4.0779,-0.49
"Waterbury, CT",1990,105800,null,6.7245,null
"Waterbury, CT",1991,107183,1.31,8.4628,1.74
"Waterbury, CT",1992,107018,-0.15,9.6397,1.18
"Waterbury, CT",1993,103479,-3.31,8.1367,-1.5
"Waterbury, CT",1994,101883,-1.54,7.0067,-1.13
"Waterbury, CT",1995,101984,0.1,6.4117,-0.59
"Waterbury, CT",1996,103340,1.33,6.4003,-0.01
"Waterbury, CT",1997,104889,1.5,5.8779,-0.52
"Waterbury, CT",1998,105366,0.45,4.1688,-1.71
"Waterbury, CT",1999,106308,0.89,3.5257,-0.64
"Waterbury, CT",2000,101728,-4.31,2.9416,-0.58
"Waterbury, CT",2001,99707,-1.99,4.1895,1.25
"Waterbury, CT",2002,99290,-0.42,5.7148,1.53
"Waterbury, CT",2003,98885,-0.41,6.8859,1.17
"Waterbury, CT",2004,98861,-0.02,6.1423,-0.74
"Waterbury, CT",2005,99643,0.79,6.1281,-0.01
"Waterbury, CT",2006,101377,1.74,5.4248,-0.7
"Waterbury, CT",2007,102145,0.76,5.6609,0.24
"Waterbury, CT",2008,101022,-1.1,7.348,1.69
"Waterbury, CT",2009,98101,-2.89,10.3651,3.02
"Waterbury, CT",2010,101208,3.17,11.4858,1.12
"Waterbury, CT",2011,101748,0.53,10.9068,-0.58
"Waterbury, CT",2012,101111,-0.63,10.2535,-0.65
"Waterbury, CT",2013,100485,-0.62,9.7207,-0.53
"Waterbury, CT",2014,103104,2.61,8.3339,-1.39
"Waterbury, CT",2015,103801,0.68,7.2607,-1.07
"Waterbury, CT",2016,104772,0.93,6.3457,-0.92
"Waterbury, CT",2017,105781,0.96,5.812,-0.53
"Waterbury, CT",2018,105028,-0.71,5.3099,-0.5
"Dover, DE",1990,55767,null,4.6247,null
"Dover, DE",1991,57878,3.79,6.2917,1.67
"Dover, DE",1992,60978,5.35,5.74,-0.55
"Dover, DE",1993,63026,3.36,5.7145,-0.03
"Dover, DE",1994,65804,4.41,5.1663,-0.55
"Dover, DE",1995,66739,1.42,4.5392,-0.63
"Dover, DE",1996,66409,-0.49,5.0795,0.54
"Dover, DE",1997,64727,-2.53,4.466,-0.61
"Dover, DE",1998,66178,2.24,4.1331,-0.33
"Dover, DE",1999,67338,1.75,3.6993,-0.43
"Dover, DE",2000,60922,-9.53,4.0275,0.33
"Dover, DE",2001,62535,2.65,3.6781,-0.35
"Dover, DE",2002,63071,0.86,3.9513,0.27
"Dover, DE",2003,64113,1.65,4.2586,0.31
"Dover, DE",2004,66624,3.92,3.5105,-0.75
"Dover, DE",2005,69394,4.16,3.6395,0.13
"Dover, DE",2006,71705,3.33,3.2223,-0.42
"Dover, DE",2007,72516,1.13,3.3591,0.14
"Dover, DE",2008,71760,-1.04,4.9064,1.55
"Dover, DE",2009,67788,-5.53,8.129,3.22
"Dover, DE",2010,66228,-2.3,8.8888,0.76
"Dover, DE",2011,67970,2.63,8.1925,-0.7
"Dover, DE",2012,68382,0.61,7.9319,-0.26
"Dover, DE",2013,68397,0.02,7.3406,-0.59
"Dover, DE",2014,70393,2.92,6.4123,-0.93
"Dover, DE",2015,72470,2.95,5.3852,-1.03
"Dover, DE",2016,73748,1.76,4.9178,-0.47
"Dover, DE",2017,74246,0.67,4.974,0.06
"Dover, DE",2018,76160,2.58,4.2393,-0.73
"Salisbury, MD-DE",1990,128947,null,6.1226,null
"Salisbury, MD-DE",1991,130296,1.05,7.2158,1.09
"Salisbury, MD-DE",1992,133926,2.79,7.6725,0.46
"Salisbury, MD-DE",1993,136620,2.01,7.1577,-0.51
"Salisbury, MD-DE",1994,139202,1.89,6.8044,-0.35
"Salisbury, MD-DE",1995,140504,0.94,6.2972,-0.51
"Salisbury, MD-DE",1996,142231,1.23,6.2913,-0.01
"Salisbury, MD-DE",1997,143349,0.79,6.0692,-0.22
"Salisbury, MD-DE",1998,148284,3.44,5.6662,-0.4
"Salisbury, MD-DE",1999,146897,-0.94,5.3659,-0.3
"Salisbury, MD-DE",2000,154876,5.43,4.4941,-0.87
"Salisbury, MD-DE",2001,159178,2.78,4.5824,0.09
"Salisbury, MD-DE",2002,162565,2.13,4.6444,0.06
"Salisbury, MD-DE",2003,161806,-0.47,4.6712,0.03
"Salisbury, MD-DE",2004,166233,2.74,4.5397,-0.13
"Salisbury, MD-DE",2005,173063,4.11,4.4352,-0.1
"Salisbury, MD-DE",2006,176526,2,4.0527,-0.38
"Salisbury, MD-DE",2007,176141,-0.22,3.9939,-0.06
"Salisbury, MD-DE",2008,175251,-0.51,5.4929,1.5
"Salisbury, MD-DE",2009,167724,-4.3,8.7421,3.25
"Salisbury, MD-DE",2010,159818,-4.71,9.763,1.02
"Salisbury, MD-DE",2011,162123,1.44,9.3893,-0.37
"Salisbury, MD-DE",2012,163455,0.82,8.8894,-0.5
"Salisbury, MD-DE",2013,162991,-0.28,8.3868,-0.5
"Salisbury, MD-DE",2014,166697,2.27,7.3394,-1.05
"Salisbury, MD-DE",2015,171123,2.65,6.4052,-0.93
"Salisbury, MD-DE",2016,175808,2.74,5.7628,-0.64
"Salisbury, MD-DE",2017,179094,1.87,5.5154,-0.25
"Salisbury, MD-DE",2018,179768,0.38,5.131,-0.38
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990,2318227,null,3.1948,null
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1991,2312555,-0.24,4.6406,1.45
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1992,2331563,0.82,5.2402,0.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1993,2339722,0.35,4.7261,-0.51
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1994,2396690,2.43,4.1212,-0.6
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1995,2407094,0.43,4.1531,0.03
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1996,2398674,-0.35,3.9465,-0.21
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1997,2419072,0.85,3.6187,-0.33
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1998,2468366,2.04,3.1406,-0.48
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1999,2540197,2.91,2.6133,-0.53
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,2622299,3.23,2.7264,0.11
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2001,2645478,0.88,3.3579,0.63
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2002,2659121,0.52,3.9693,0.61
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2003,2682624,0.88,3.8459,-0.12
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2004,2729743,1.76,3.7376,-0.11
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2005,2803963,2.72,3.4601,-0.28
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2006,2867910,2.28,3.1331,-0.33
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2007,2905565,1.31,2.9505,-0.18
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2008,2946320,1.4,3.6654,0.71
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,2893543,-1.79,5.9531,2.29
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,2950674,1.97,6.3498,0.4
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2011,3002205,1.75,6.1359,-0.21
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2012,3047895,1.52,5.7986,-0.34
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,3077800,0.98,5.5652,-0.23
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2014,3098533,0.67,5.0967,-0.47
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,3132426,1.09,4.4208,-0.68
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2016,3195403,2.01,3.9096,-0.51
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,3262831,2.11,3.7034,-0.21
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,3301644,1.19,3.3675,-0.34
"Cape Coral-Fort Myers, FL",1990,149321,null,3.894,null
"Cape Coral-Fort Myers, FL",1991,148493,-0.55,6.237,2.34
"Cape Coral-Fort Myers, FL",1992,150465,1.33,7.5993,1.36
"Cape Coral-Fort Myers, FL",1993,155513,3.35,5.9,-1.7
"Cape Coral-Fort Myers, FL",1994,163541,5.16,4.8364,-1.06
"Cape Coral-Fort Myers, FL",1995,168059,2.76,4.2001,-0.64
"Cape Coral-Fort Myers, FL",1996,168114,0.03,3.8831,-0.32
"Cape Coral-Fort Myers, FL",1997,171058,1.75,3.5119,-0.37
"Cape Coral-Fort Myers, FL",1998,176555,3.21,3.1055,-0.41
"Cape Coral-Fort Myers, FL",1999,181024,2.53,2.6978,-0.41
"Cape Coral-Fort Myers, FL",2000,200938,11,3.2357,0.54
"Cape Coral-Fort Myers, FL",2001,211335,5.17,3.8605,0.62
"Cape Coral-Fort Myers, FL",2002,217154,2.75,4.9783,1.12
"Cape Coral-Fort Myers, FL",2003,226562,4.33,4.7032,-0.28
"Cape Coral-Fort Myers, FL",2004,241399,6.55,4.1504,-0.55
"Cape Coral-Fort Myers, FL",2005,263972,9.35,3.2189,-0.93
"Cape Coral-Fort Myers, FL",2006,278772,5.61,2.9201,-0.3
"Cape Coral-Fort Myers, FL",2007,277066,-0.61,4.7496,1.83
"Cape Coral-Fort Myers, FL",2008,262214,-5.36,8.3463,3.6
"Cape Coral-Fort Myers, FL",2009,244526,-6.75,12.2988,3.95
"Cape Coral-Fort Myers, FL",2010,247790,1.33,12.5147,0.22
"Cape Coral-Fort Myers, FL",2011,255884,3.27,10.8617,-1.65
"Cape Coral-Fort Myers, FL",2012,266534,4.16,8.8316,-2.03
"Cape Coral-Fort Myers, FL",2013,277332,4.05,7.2869,-1.54
"Cape Coral-Fort Myers, FL",2014,291638,5.16,6.03,-1.26
"Cape Coral-Fort Myers, FL",2015,302883,3.86,5.1655,-0.86
"Cape Coral-Fort Myers, FL",2016,314325,3.78,4.6023,-0.56
"Cape Coral-Fort Myers, FL",2017,322180,2.5,3.9821,-0.62
"Cape Coral-Fort Myers, FL",2018,328235,1.88,3.3553,-0.63
"Crestview-Fort Walton Beach-Destin, FL",1990,74432,null,5.9945,null
"Crestview-Fort Walton Beach-Destin, FL",1991,75240,1.09,6.406,0.41
"Crestview-Fort Walton Beach-Destin, FL",1992,77865,3.49,6.1528,-0.25
"Crestview-Fort Walton Beach-Destin, FL",1993,80810,3.78,6.1226,-0.03
"Crestview-Fort Walton Beach-Destin, FL",1994,85391,5.67,5.0927,-1.03
"Crestview-Fort Walton Beach-Destin, FL",1995,87612,2.6,4.4306,-0.66
"Crestview-Fort Walton Beach-Destin, FL",1996,89083,1.68,4.0317,-0.4
"Crestview-Fort Walton Beach-Destin, FL",1997,93444,4.9,3.7955,-0.24
"Crestview-Fort Walton Beach-Destin, FL",1998,94904,1.56,3.5483,-0.25
"Crestview-Fort Walton Beach-Destin, FL",1999,96721,1.91,3.4993,-0.05
"Crestview-Fort Walton Beach-Destin, FL",2000,96148,-0.59,3.6438,0.14
"Crestview-Fort Walton Beach-Destin, FL",2001,99547,3.53,4.1085,0.46
"Crestview-Fort Walton Beach-Destin, FL",2002,102502,2.97,4.4357,0.33
"Crestview-Fort Walton Beach-Destin, FL",2003,107277,4.66,3.7789,-0.66
"Crestview-Fort Walton Beach-Destin, FL",2004,113493,5.79,3.4084,-0.37
"Crestview-Fort Walton Beach-Destin, FL",2005,121021,6.63,2.805,-0.6
"Crestview-Fort Walton Beach-Destin, FL",2006,126794,4.77,2.3563,-0.45
"Crestview-Fort Walton Beach-Destin, FL",2007,124932,-1.47,2.9873,0.63
"Crestview-Fort Walton Beach-Destin, FL",2008,121952,-2.39,4.7167,1.73
"Crestview-Fort Walton Beach-Destin, FL",2009,117999,-3.24,7.2733,2.56
